FIPS,State,Year,Month,Population,LaborForce,LF_Percent,Employed,Emp_Percent,Unemployed,Unemp_Rate
47,Tennessee,1987,7,3658006,2313761,63.3,2161992,59.1,151769,6.6
48,Texas,1987,7,12210614,8397156,68.8,7688206,63.0,708950,8.4
49,Utah,1987,7,1101853,765992,69.5,718798,65.2,47194,6.2
50,Vermont,1987,7,407551,291706,71.6,281249,69.0,10457,3.6
51,Virginia,1987,7,4435058,3032156,68.4,2908309,65.6,123847,4.1
53,Washington,1987,7,3446427,2294310,66.6,2131528,61.8,162782,7.1
54,West Virginia,1987,7,1421037,729503,51.3,650473,45.8,79030,10.8
55,Wisconsin,1987,7,3609183,2486321,68.9,2347435,65.0,138886,5.6
56,Wyoming,1987,7,337333,235385,69.8,217036,64.3,18349,7.8
1,Alabama,1987,8,3009166,1849692,61.5,1704399,56.6,145293,7.9
2,Alaska,1987,8,360355,259238,71.9,233433,64.8,25805,10.0
4,Arizona,1987,8,2608475,1668290,64.0,1566095,60.0,102195,6.1
5,Arkansas,1987,8,1757380,1084317,61.7,997561,56.8,86756,8.0
6,California,1987,8,21193304,14193947,67.0,13397655,63.2,796292,5.6
37,Los Angeles County,1987,8,6512452,4337609,66.6,4093501,62.9,244108,5.6
8,Colorado,1987,8,2453081,1706159,69.6,1585439,64.6,120720,7.1
9,Connecticut,1987,8,2547040,1775536,69.7,1722100,67.6,53436,3.0
10,Delaware,1987,8,487800,330841,67.8,321231,65.9,9610,2.9
11,District of Columbia,1987,8,498543,347317,69.7,326631,65.5,20686,6.0
12,Florida,1987,8,9610129,5975105,62.2,5658087,58.9,317018,5.3
13,Georgia,1987,8,4637017,3107748,67.0,2936179,63.3,171569,5.5
15,Hawaii,1987,8,763655,513896,67.3,495292,64.9,18604,3.6
16,Idaho,1987,8,705438,468714,66.4,433794,61.5,34920,7.5
17,Illinois,1987,8,8577573,5678561,66.2,5266892,61.4,411669,7.2
18,Indiana,1987,8,4085305,2696578,66.0,2533886,62.0,162692,6.0
19,Iowa,1987,8,2078810,1421013,68.4,1341410,64.5,79603,5.6
20,Kansas,1987,8,1803087,1243921,69.0,1185471,65.7,58450,4.7
21,Kentucky,1987,8,2755351,1688303,61.3,1554251,56.4,134052,7.9
22,Louisiana,1987,8,3106452,1903237,61.3,1684182,54.2,219055,11.5
23,Maine,1987,8,898849,590375,65.7,565312,62.9,25063,4.2
24,Maryland,1987,8,3531585,2457761,69.6,2355879,66.7,101882,4.1
25,Massachusetts,1987,8,4649684,3152991,67.8,3053463,65.7,99528,3.2
26,Michigan,1987,8,6935528,4514206,65.1,4138200,59.7,376006,8.3
27,Minnesota,1987,8,3180396,2273347,71.5,2155830,67.8,117517,5.2
28,Mississippi,1987,8,1855523,1138569,61.4,1027453,55.4,111116,9.8
29,Missouri,1987,8,3812923,2521717,66.1,2364547,62.0,157170,6.2
30,Montana,1987,8,595558,398677,66.9,369071,62.0,29606,7.4
31,Nebraska,1987,8,1151466,793821,68.9,759577,66.0,34244,4.3
32,Nevada,1987,8,809953,590193,72.9,553642,68.4,36551,6.2
33,New Hampshire,1987,8,804116,583947,72.6,570822,71.0,13125,2.2
34,New Jersey,1987,8,5990629,3953473,66.0,3794481,63.3,158992,4.0
35,New Mexico,1987,8,1083754,680024,62.7,619904,57.2,60120,8.8
36,New York,1987,8,13935507,8590935,61.6,8191008,58.8,399927,4.7
51000,New York city,1987,8,5815943,3234971,55.6,3061346,52.6,173625,5.4
37,North Carolina,1987,8,4872514,3326007,68.3,3181308,65.3,144699,4.4
38,North Dakota,1987,8,470627,322777,68.6,306867,65.2,15910,4.9
39,Ohio,1987,8,8091200,5210415,64.4,4855703,60.0,354712,6.8
40,Oklahoma,1987,8,2364244,1525599,64.5,1421494,60.1,104105,6.8
41,Oregon,1987,8,2089230,1400665,67.0,1315811,63.0,84854,6.1
42,Pennsylvania,1987,8,9140191,5589231,61.2,5272321,57.7,316910,5.7
44,Rhode Island,1987,8,761934,515663,67.7,497136,65.2,18527,3.6
45,South Carolina,1987,8,2499877,1634514,65.4,1551604,62.1,82910,5.1
46,South Dakota,1987,8,500280,341605,68.3,326975,65.4,14630,4.3
47,Tennessee,1987,8,3660679,2317280,63.3,2169445,59.3,147835,6.4
48,Texas,1987,8,12216842,8406190,68.8,7703270,63.1,702920,8.4
49,Utah,1987,8,1103036,765592,69.4,719382,65.2,46210,6.0
50,Vermont,1987,8,408476,292475,71.6,282148,69.1,10327,3.5
51,Virginia,1987,8,4442513,3039027,68.4,2917250,65.7,121777,4.0
53,Washington,1987,8,3454053,2302953,66.7,2140596,62.0,162357,7.0
54,West Virginia,1987,8,1419732,729716,51.4,651314,45.9,78402,10.7
55,Wisconsin,1987,8,3612076,2489953,68.9,2351691,65.1,138262,5.6
56,Wyoming,1987,8,337214,234920,69.7,217040,64.4,17880,7.6
1,Alabama,1987,9,3009801,1851507,61.5,1707653,56.7,143854,7.8
2,Alaska,1987,9,361591,259515,71.8,234000,64.7,25515,9.8
4,Arizona,1987,9,2614620,1673236,64.0,1570960,60.1,102276,6.1
5,Arkansas,1987,9,1757129,1086448,61.8,999792,56.9,86656,8.0
6,California,1987,9,21238321,14237455,67.0,13444426,63.3,793029,5.6
37,Los Angeles County,1987,9,6519725,4350866,66.7,4109381,63.0,241485,5.6
8,Colorado,1987,9,2453228,1707868,69.6,1588983,64.8,118885,7.0
9,Connecticut,1987,9,2548496,1775319,69.7,1722361,67.6,52958,3.0
10,Delaware,1987,9,488745,332025,67.9,322326,65.9,9699,2.9
11,District of Columbia,1987,9,498836,347255,69.6,326923,65.5,20332,5.9
12,Florida,1987,9,9631128,5996880,62.3,5680097,59.0,316783,5.3
13,Georgia,1987,9,4643887,3117962,67.1,2943336,63.4,174626,5.6
15,Hawaii,1987,9,764651,515640,67.4,497350,65.0,18290,3.5
16,Idaho,1987,9,706368,468829,66.4,434360,61.5,34469,7.4
17,Illinois,1987,9,8579594,5679111,66.2,5273291,61.5,405820,7.1
18,Indiana,1987,9,4086394,2695784,66.0,2537128,62.1,158656,5.9
19,Iowa,1987,9,2079129,1422475,68.4,1344177,64.7,78298,5.5
20,Kansas,1987,9,1804722,1244004,68.9,1186127,65.7,57877,4.7
21,Kentucky,1987,9,2757105,1689647,61.3,1557020,56.5,132627,7.8
22,Louisiana,1987,9,3102578,1901298,61.3,1683704,54.3,217594,11.4
23,Maine,1987,9,899835,592126,65.8,567206,63.0,24920,4.2
24,Maryland,1987,9,3538560,2464504,69.6,2362291,66.8,102213,4.1
25,Massachusetts,1987,9,4653396,3157680,67.9,3058991,65.7,98689,3.1
26,Michigan,1987,9,6937442,4513782,65.1,4139716,59.7,374066,8.3
27,Minnesota,1987,9,3184128,2276011,71.5,2160601,67.9,115410,5.1
28,Mississippi,1987,9,1855262,1139211,61.4,1029750,55.5,109461,9.6
29,Missouri,1987,9,3814225,2521455,66.1,2367280,62.1,154175,6.1
30,Montana,1987,9,595542,398741,67.0,369117,62.0,29624,7.4
31,Nebraska,1987,9,1152102,793079,68.8,759586,65.9,33493,4.2
32,Nevada,1987,9,813601,592805,72.9,556260,68.4,36545,6.2
