freq,size_emp,cost,unit,geo,2005,2010,2015,2020,2005_value,2005_note,2010_value,2010_note,2015_value,2015_note,2020_value,2020_note
A,GE250,LCP,PPS,SK,178 ,263 ,283 ,: ,178.0,,263.0,,283.0,,,
A,GE250,LCP,PPS_EU27_2020,SK,172 ,260 ,271 ,208 ,172.0,,260.0,,271.0,,208.0,
A,GE250,NET,EUR,SK,-17 ,-1 b,0 ,-1 ,-17.0,,-1.0,b,0.0,,-1.0,
A,GE250,NET,PPS,SK,-25 ,-1 b,0 ,: ,-25.0,,-1.0,b,0.0,,,
A,GE250,NET,PPS_EU27_2020,SK,-24 ,-1 b,0 ,-1 ,-24.0,,-1.0,b,0.0,,-1.0,
A,GE250,TOTAL,EUR,SK,215 ,310 b,317 ,304 ,215.0,,310.0,b,317.0,,304.0,
A,GE250,TOTAL,PPS,SK,323 ,473 b,484 ,: ,323.0,,473.0,b,484.0,,,
A,GE250,TOTAL,PPS_EU27_2020,SK,312 ,468 b,463 ,378 ,312.0,,468.0,b,463.0,,378.0,
A,TOTAL,DIR,EUR,SK,77 ,131 b,116 ,120 ,77.0,,131.0,b,116.0,,120.0,
A,TOTAL,DIR,PPS,SK,115 ,200 b,178 ,: ,115.0,,200.0,b,178.0,,,
A,TOTAL,DIR,PPS_EU27_2020,SK,111 ,197 b,170 ,149 ,111.0,,197.0,b,170.0,,149.0,
A,TOTAL,LCP,EUR,SK,76 ,138 ,140 ,132 ,76.0,,138.0,,140.0,,132.0,
A,TOTAL,LCP,PPS,SK,114 ,210 ,214 ,: ,114.0,,210.0,,214.0,,,
A,TOTAL,LCP,PPS_EU27_2020,SK,110 ,208 ,205 ,164 ,110.0,,208.0,,205.0,,164.0,
A,TOTAL,NET,EUR,SK,-8 ,-2 b,0 ,-5 ,-8.0,,-2.0,b,0.0,,-5.0,
A,TOTAL,NET,PPS,SK,-12 ,-3 b,0 ,: ,-12.0,,-3.0,b,0.0,,,
A,TOTAL,NET,PPS_EU27_2020,SK,-11 ,-3 b,0 ,-7 ,-11.0,,-3.0,b,0.0,,-7.0,
A,TOTAL,TOTAL,EUR,SK,144 ,267 b,256 ,247 ,144.0,,267.0,b,256.0,,247.0,
A,TOTAL,TOTAL,PPS,SK,217 ,407 b,392 ,: ,217.0,,407.0,b,392.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,SK,209 ,402 b,375 ,306 ,209.0,,402.0,b,375.0,,306.0,
A,10-49,DIR,EUR,UK,301 ,185 b,219 ,: ,301.0,,185.0,b,219.0,,,
A,10-49,DIR,PPS,UK,247 ,173 b,173 ,: ,247.0,,173.0,b,173.0,,,
A,10-49,DIR,PPS_EU27_2020,UK,238 ,171 b,165 ,: ,238.0,,171.0,b,165.0,,,
A,10-49,LCP,EUR,UK,93 ,95 ,124 ,: ,93.0,,95.0,,124.0,,,
A,10-49,LCP,PPS,UK,77 ,89 ,98 ,: ,77.0,,89.0,,98.0,,,
A,10-49,LCP,PPS_EU27_2020,UK,74 ,88 ,94 ,: ,74.0,,88.0,,94.0,,,
A,10-49,NET,EUR,UK,4 ,16 b,15 ,: ,4.0,,16.0,b,15.0,,,
A,10-49,NET,PPS,UK,3 ,15 b,12 ,: ,3.0,,15.0,b,12.0,,,
A,10-49,NET,PPS_EU27_2020,UK,3 ,15 b,11 ,: ,3.0,,15.0,b,11.0,,,
A,10-49,TOTAL,EUR,UK,398 ,297 b,358 ,: ,398.0,,297.0,b,358.0,,,
A,10-49,TOTAL,PPS,UK,327 ,278 b,282 ,: ,327.0,,278.0,b,282.0,,,
A,10-49,TOTAL,PPS_EU27_2020,UK,315 ,274 b,270 ,: ,315.0,,274.0,b,270.0,,,
A,50-249,DIR,EUR,UK,264 ,191 b,252 ,: ,264.0,,191.0,b,252.0,,,
A,50-249,DIR,PPS,UK,217 ,179 b,199 ,: ,217.0,,179.0,b,199.0,,,
A,50-249,DIR,PPS_EU27_2020,UK,209 ,177 b,190 ,: ,209.0,,177.0,b,190.0,,,
A,50-249,LCP,EUR,UK,105 ,134 ,121 ,: ,105.0,,134.0,,121.0,,,
A,50-249,LCP,PPS,UK,86 ,126 ,95 ,: ,86.0,,126.0,,95.0,,,
A,50-249,LCP,PPS_EU27_2020,UK,83 ,124 ,91 ,: ,83.0,,124.0,,91.0,,,
A,50-249,NET,EUR,UK,45 ,-11 b,10 ,: ,45.0,,-11.0,b,10.0,,,
A,50-249,NET,PPS,UK,37 ,-10 b,8 ,: ,37.0,,-10.0,b,8.0,,,
A,50-249,NET,PPS_EU27_2020,UK,36 ,-10 b,7 ,: ,36.0,,-10.0,b,7.0,,,
A,50-249,TOTAL,EUR,UK,415 ,314 b,383 ,: ,415.0,,314.0,b,383.0,,,
A,50-249,TOTAL,PPS,UK,340 ,294 b,302 ,: ,340.0,,294.0,b,302.0,,,
A,50-249,TOTAL,PPS_EU27_2020,UK,328 ,291 b,289 ,: ,328.0,,291.0,b,289.0,,,
A,GE250,DIR,EUR,UK,236 ,146 b,162 ,: ,236.0,,146.0,b,162.0,,,
A,GE250,DIR,PPS,UK,194 ,137 b,128 ,: ,194.0,,137.0,b,128.0,,,
A,GE250,DIR,PPS_EU27_2020,UK,187 ,135 b,122 ,: ,187.0,,135.0,b,122.0,,,
A,GE250,LCP,EUR,UK,88 ,90 ,67 ,: ,88.0,,90.0,,67.0,,,
A,GE250,LCP,PPS,UK,73 ,84 ,53 ,: ,73.0,,84.0,,53.0,,,
A,GE250,LCP,PPS_EU27_2020,UK,70 ,84 ,50 ,: ,70.0,,84.0,,50.0,,,
A,GE250,NET,EUR,UK,43 ,8 b,18 ,: ,43.0,,8.0,b,18.0,,,
A,GE250,NET,PPS,UK,35 ,7 b,14 ,: ,35.0,,7.0,b,14.0,,,
A,GE250,NET,PPS_EU27_2020,UK,34 ,7 b,13 ,: ,34.0,,7.0,b,13.0,,,
A,GE250,TOTAL,EUR,UK,368 ,244 b,247 ,: ,368.0,,244.0,b,247.0,,,
A,GE250,TOTAL,PPS,UK,302 ,228 b,194 ,: ,302.0,,228.0,b,194.0,,,
A,GE250,TOTAL,PPS_EU27_2020,UK,291 ,226 b,186 ,: ,291.0,,226.0,b,186.0,,,
A,TOTAL,DIR,EUR,UK,254 ,162 b,189 ,: ,254.0,,162.0,b,189.0,,,
A,TOTAL,DIR,PPS,UK,209 ,151 b,149 ,: ,209.0,,151.0,b,149.0,,,
A,TOTAL,DIR,PPS_EU27_2020,UK,201 ,150 b,143 ,: ,201.0,,150.0,b,143.0,,,
A,TOTAL,LCP,EUR,UK,93 ,99 ,88 ,: ,93.0,,99.0,,88.0,,,
A,TOTAL,LCP,PPS,UK,76 ,92 ,69 ,: ,76.0,,92.0,,69.0,,,
A,TOTAL,LCP,PPS_EU27_2020,UK,74 ,91 ,66 ,: ,74.0,,91.0,,66.0,,,
A,TOTAL,NET,EUR,UK,36 ,6 b,16 ,: ,36.0,,6.0,b,16.0,,,
A,TOTAL,NET,PPS,UK,30 ,6 b,12 ,: ,30.0,,6.0,b,12.0,,,
A,TOTAL,NET,PPS_EU27_2020,UK,29 ,6 b,12 ,: ,29.0,,6.0,b,12.0,,,
A,TOTAL,TOTAL,EUR,UK,383 ,267 b,293 ,: ,383.0,,267.0,b,293.0,,,
A,TOTAL,TOTAL,PPS,UK,315 ,250 b,231 ,: ,315.0,,250.0,b,231.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,UK,303 ,247 b,221 ,: ,303.0,,247.0,b,221.0,,,
